model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
Claude,SELF-CONSISTENCY,Robbery010_x264,Robbery,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any specific scene details, actors, objects, or alternative crime type. It references robbery only in a generic way without contradicting the ground truth.",,,
Claude,SELF-CONSISTENCY,Robbery010_x264,Robbery,Gemini,0,0,0,0,0,0,high,"The model explicitly states it cannot provide detailed analysis of content that may depict criminal activity like robbery. It does not describe any specific details of the scene, crime, or entities, thus it cannot hallucinate them. It correctly identifies 'robbery' as a potential crime type, aligning with the ground truth.",,,
Claude,SELF-CONSISTENCY,Shooting005_x264,Shooting,GPT,0,0,0,0,0,0,high,"The model mostly states the footage is too dark/low-quality to assess and does not assert a different crime type, a normal/non-criminal scene, or introduce specific actors/objects that contradict the ground truth. Describing a dark indoor corridor/hallway is not a strong contradiction with the ground-truth indoor/house setting.",,,
Claude,SELF-CONSISTENCY,Shooting005_x264,Shooting,Gemini,1,0,0,0,0,0,high,"The ground truth describes actions related to a 'house', including 'Man uses a flashlight to shine outside into the house', implying an exterior view or a view encompassing the exterior. The model specifically describes the setting as an 'interior hallway or corridor', which is a specific wrong setting that contradicts the broader scene implied by the ground truth.",,,
Claude,SELF-CONSISTENCY,Shooting011_x264,Shooting,GPT,0,0,0,0,0,0,high,"The model output does not describe any video events, actors, objects, or setting; it only discusses a refusal to analyze and safety recommendations. Since it makes no factual claims about the incident, there is no specific contradiction with the ground truth to flag as hallucination under H1-H6.",,,
Claude,SELF-CONSISTENCY,Shooting011_x264,Shooting,Gemini,0,0,0,0,0,0,high,"The model output explicitly states a 'Universal Refusal to Analyze' the video content due to ethical concerns and the filename. It does not describe any events, settings, entities, or crime details from the video, therefore it cannot contradict the ground truth in any specific way defined by the hallucination taxonomy.",,,
Claude,SELF-CONSISTENCY,Shoplifting004_x264,Shoplifting,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any specific scene details, actors, objects, or actions that could contradict the ground truth. It mentions shoplifting only in the context of refusal, which matches the provided crime type and does not misclassify events.",,,
Claude,SELF-CONSISTENCY,Shoplifting004_x264,Shoplifting,Gemini,0,0,0,0,0,0,high,"The model output consistently refuses to analyze the footage, citing potential criminal activity and privacy concerns. It correctly identifies the crime type as 'shoplifting' which matches the ground truth. It does not describe any specific scene details, crime events, or entities, thus avoiding any factual contradictions with the ground truth.",,,
Claude,SELF-CONSISTENCY,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any scene details, actors, objects, or actions, nor does it assert a different crime type or claim nothing criminal occurred. As a result, there are no specific contradictions with the ground truth to classify as hallucinations.",,,
Claude,SELF-CONSISTENCY,Stealing003_x264,Stealing,Gemini,0,0,0,0,0,0,high,"The model output is a refusal to analyze the video due to its policy on criminal activity. It does not describe any specific scene elements, crime types, events, or entities, thus it cannot hallucinate any of these categories. It correctly identifies the potential for 'stealing' based on the filename, which aligns with the ground truth crime type.",,,
Claude,SELF-CONSISTENCY,Vandalism004_x264,Vandalism,GPT,0,0,0,0,1,1,medium,"GT mentions only a black car repeatedly hitting a traffic-light fence; the model adds specifics like a wet street with recent rain and landscaped/commercial setting (not in GT) and also claims one or more individuals near the vehicle/vehicle occupant(s), which are not described in the GT.",,,
Claude,SELF-CONSISTENCY,Vandalism004_x264,Vandalism,Gemini,0,0,0,0,0,0,high,"The model initially states it cannot analyze vandalism but then proceeds to accurately describe the events as 'deliberate damage to public infrastructure' and 'Property damage', which aligns with the ground truth and crime type. No specific details contradict the ground truth, nor are any entities or actors fabricated.",,,
Claude,SELF-CONSISTENCY,Vandalism001_x264,Vandalism,GPT,1,0,0,0,0,0,high,"The model claims the footage shows ""people"" in a ""public space or courtyard area,"" while the ground truth is solely a black car repeatedly crashing into a traffic-light fence at an intersection. It does not explicitly assert a different crime type or claim the scene is non-criminal.",,,
Claude,SELF-CONSISTENCY,Vandalism001_x264,Vandalism,Gemini,0,0,0,0,0,1,high,"The model hallucinates the presence of 'people' in the video frames, stating 'showing people in what looks like a public or semi-public space' and 'showing people in what looks like a public space or courtyard area', whereas the ground truth only describes a 'black car' as the actor and makes no mention of people.",,,
Claude,SEQUENTIAL,Abuse003_x264,Abuse,GPT,0,0,0,0,0,0,high,"The model refuses to analyze and provides no concrete description of the corridor/wheelchair events, so it does not contradict the ground truth or fabricate entities/actors. Generic mentions of “surveillance footage” are not specific enough to count as scene fabrication.",,,
Claude,SEQUENTIAL,Abuse003_x264,Abuse,Gemini,0,0,0,0,0,0,high,"The model consistently refuses to analyze the content due to its classification as abuse or potential crime, rather than describing any specific elements of the video. This behavior does not align with any of the defined hallucination types.",,,
Claude,SEQUENTIAL,Abuse012_x264,Abuse,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any scene details, actors, objects, or events that could contradict the ground truth. It also does not misclassify or minimize the verified abuse; it simply declines to comment.",,,
Claude,SEQUENTIAL,Abuse012_x264,Abuse,Gemini,0,0,0,0,0,0,high,"The model explicitly refuses to analyze the content due to its nature (abuse/criminal activity), which aligns with the ground truth's crime type. It does not describe any specific events, scenes, or entities, thus none of the hallucination criteria are met.",,,
Claude,SEQUENTIAL,Arson002_x264,Arson,GPT,1,0,0,0,1,0,high,"GT shows a man at a house door/window pouring gasoline and igniting it, but the model describes a subway/metro station platform setting with tiled walls, railings, staircases, and a platform edge (scene fabrication). Those specific transit-infrastructure details are not in the GT (entity fabrication).",,,
Claude,SEQUENTIAL,Arson002_x264,Arson,Gemini,1,0,0,0,1,0,high,"The model describes a specific wrong setting, a 'subway or metro station platform' with 'tiled walls, metal railings, and a platform edge,' which directly contradicts the ground truth of a 'house.' It also fabricates specific entities like a 'Blue-carpeted staircase' and 'Metal support columns' not present in the ground truth.",,,
Claude,SEQUENTIAL,Arson003_x264,Arson,GPT,1,0,1,0,1,0,high,"GT is a room with cabinets on both sides and a pool table while fire spreads; the model instead describes a retail/convenience store with a curved/U-shaped counter, drop ceiling, and merchandise displays (scene/object fabrication). It also states the frames are static with no obvious disturbance, contradicting the GT arson activity.",,,
Claude,SEQUENTIAL,Arson003_x264,Arson,Gemini,1,0,1,0,1,0,high,"The model describes the scene as a 'retail establishment' with 'counters' and 'product displays', which contradicts the ground truth's 'room' with 'cabinets' and a 'pool table' (H1, H5). Furthermore, the model explicitly states the scene is 'undisturbed' with 'no obvious signs of immediate disturbance' in the initial frames, directly omitting the crime of arson described in the ground truth (H3).",,,
Claude,SEQUENTIAL,Assault001_x264,Assault,GPT,0,0,0,0,0,0,medium,"The model describes a surveillance-style indoor/public space with decorative planters and a multi-person physical altercation, which is consistent with the ground truth fight near a flower bed/planters. It does not introduce specific contradictory entities/actors or misclassify the crime beyond calling it a potential assault.",,,
Claude,SEQUENTIAL,Assault002_x264,Assault,GPT,1,0,0,0,1,0,medium,"The model places the scene in an internet cafe/computer gaming center or a retail shop with rows of computer workstations, blue gaming chairs, and shelving/display cases, which contradicts the ground truth of an office centered around an inner desk (H1). It also introduces specific features like multiple computer workstations/blue gaming chairs/shelving units not supported by the ground truth description (H5).",,,
Claude,SEQUENTIAL,Assault002_x264,Assault,Gemini,1,0,0,0,1,1,high,"The model fabricates the scene as an 'internet cafe or computer gaming center' or 'retail establishment' with specific features like 'computer workstations' and 'shelving units,' contradicting the 'office' setting. It also mentions a specific 'yellow/lime green shirt' on an actor not present in the ground truth.",,,
Claude,SEQUENTIAL,Burglary008_x264,Burglary,GPT,0,0,0,0,0,1,medium,"Ground truth specifies two men at the glass door with a rope and a car used to pull/return, but the model describes only ""a single individual"" entering and moving through the dining area, which contradicts the verified presence of two offenders.",,,
Claude,SEQUENTIAL,Burglary008_x264,Burglary,Gemini,1,0,1,0,1,1,high,"The model describes a 'fast-food restaurant' with 'service counter' and 'menu boards' (H1, H5) when the GT only mentions a 'shop'. The model states the scene is 'calm and undisturbed' and later only 'suspicious activity' (H3), omitting the GT's description of men opening the door and dragging a rope. The model mentions 'A single individual' (H6) while the GT clearly states 'Two men' were involved in the initial actions.",,,
Claude,SEQUENTIAL,Explosion002_x264,Explosion,GPT,0,0,0,0,0,0,high,"The model’s description (gas station surveillance footage with a tanker truck present and calm early frames) is consistent with the ground truth setting and entities. It does not introduce specific contradictory objects/actors, nor does it explicitly deny criminal activity or misclassify the incident; it mainly refrains from detailed incident description.",,,
Claude,SEQUENTIAL,Explosion026_x264,Explosion,GPT,1,0,1,0,1,1,high,"GT describes a roadside scene with thick smoke and an object rushing over and knocking a man down, but the model describes a parking lot with marked spaces, parked cars, and routine activity with no incident. It also introduces specific entities/actors not in GT (two parked cars; a person in an orange/yellow shirt; a person in light blue/white clothing).",,,
Claude,SEQUENTIAL,Explosion026_x264,Explosion,Gemini,1,0,1,0,1,1,high,"The model describes a 'parking lot' with 'two parked cars' and 'marked spaces' (H1, H5) while the ground truth only mentions a 'roadside' and 'road' with no vehicles. The model states 'No signs of distress or unusual behavior are evident' and 'routine activity' (H3), directly contradicting the ground truth's description of an 'Explosion' event where a man is knocked to the ground. The model also mentions 'One person in an orange/yellow shirt' (H6) which is not present in the ground truth.",,,
Claude,SEQUENTIAL,Fighting003_x264,Fighting,GPT,0,0,0,0,0,0,medium,"The model describes a subway/metro platform setting and an emerging physical altercation involving multiple people, which aligns with the ground-truth fighting on a station platform. Details like colorful patterned flooring and a person in red/pink are not clearly contradicted by the ground truth, so there is no strong evidence of fabrication.",,,
Claude,SEQUENTIAL,Fighting016_x264,Fighting,GPT,0,0,0,0,0,0,medium,"The model’s description of a convenience/retail store setting and a developing physical altercation does not contradict the ground truth, which also occurs in a store and involves a fight/struggle. The model omits key specifics (hammer/ax, women intervening, police), but omission alone is not a hallucination under the provided taxonomy.",,,
Claude,SEQUENTIAL,Fighting016_x264,Fighting,Gemini,0,0,0,0,0,0,high,"The model accurately identifies the setting as a retail/convenience store and describes a 'physical altercation,' which aligns with the 'Fighting' crime type. It does not fabricate specific objects, actors, or downplay severity in a way that meets the strict hallucination criteria; its descriptions are more general or incomplete rather than contradictory.",,,
Claude,SEQUENTIAL,Robbery005_x264,Robbery,GPT,0,0,0,0,0,0,medium,"The model describes an interior convenience store surveillance view with two individuals (one in red, one in blue/gray), which is consistent with the ground truth robbery setting and actors; it does not deny a crime occurred, only notes early frames look normal. No specific contradictory objects/actors or an incorrect crime type are asserted.",,,
Claude,SEQUENTIAL,Robbery005_x264,Robbery,Gemini,0,0,1,0,0,0,high,"The model explicitly states 'Store appears in normal operational state' and describes 'normal retail activity' for the initial frames, directly contradicting the ground truth which describes a robbery (man pointing a gun, threatening, and taking money) occurring from the beginning of the event.",,,
Claude,SEQUENTIAL,Robbery010_x264,Robbery,GPT,0,0,1,0,0,0,high,"Ground truth describes an armed robbery with multiple men threatening people with guns and demanding money, but the model characterizes the frames as a ""relatively normal retail environment"" and refuses to analyze a robbery, implying no clear crime is occurring in the described content.",,,
Claude,SEQUENTIAL,Robbery010_x264,Robbery,Gemini,0,0,1,0,0,0,high,"The model explicitly states that the initial frames show 'what seems to be a relatively normal retail environment,' which directly contradicts the ground truth describing an armed robbery in progress from the moment men break in and threaten people with guns.",,,
Claude,SEQUENTIAL,Shooting005_x264,Shooting,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any scene details, actors, objects, or events, so it neither contradicts nor fabricates information relative to the ground truth. It also does not misclassify the crime, instead referencing the provided shooting label without asserting alternative events.",,,
Claude,SEQUENTIAL,Shooting005_x264,Shooting,Gemini,0,0,0,0,0,0,high,"The model consistently refuses to analyze the content, citing it as potential crime scene footage involving a shooting, which aligns with the provided crime type. It does not describe any specific scene elements, events, or actors, nor does it misclassify the crime or minimize its severity.",,,
Claude,SEQUENTIAL,Shooting011_x264,Shooting,GPT,1,0,0,0,1,0,high,"H1: The model describes a porch/patio/entrance area with tiled flooring, white plastic chairs, and a staircase/metal railings, which contradicts the ground-truth setting of a store counter robbery/shooting scenario. H5: It adds specific entities not in GT (e.g., ""red delivery bag/container,"" ""delivery-related materials,"" and a staircase with railings).",,,
Claude,SEQUENTIAL,Shoplifting004_x264,Shoplifting,GPT,0,0,1,0,0,1,medium,"The model describes the footage as a normal, routine transaction with “no obvious suspicious activity,” which contradicts the shoplifting ground truth (items being taken/put into a personal plastic bag). It also claims only two individuals are present, whereas the ground truth clearly involves multiple people (man with glasses, hooded man, fat man, hunchbacked old man, bald old man, etc.).",,,
Claude,SEQUENTIAL,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"The model generally describes a parking lot with parked cars and minimal visible activity, which does not directly contradict the ground truth setting or crime type. It does not assert a non-criminal normal scene, nor does it introduce specific nonexistent actors or objects beyond generic vehicles/buildings.",,,
Claude,SEQUENTIAL,Stealing003_x264,Stealing,Gemini,0,0,1,0,0,0,high,"The model explicitly states 'No clearly visible individuals can be discerned at this resolution and distance' and describes the scene as 'relatively quiet with minimal activity,' which directly contradicts the ground truth detailing multiple individuals performing a crime (stealing).",,,
Claude,SEQUENTIAL,Vandalism004_x264,Vandalism,GPT,0,0,0,0,0,0,medium,"The model describes a dark sedan at night interacting with a barrier/fence in an intersection-like area, which is consistent with the ground truth of a black car repeatedly hitting a traffic-light fence. Extra details like wet pavement, a Tuesday date, or a possibly commercial/parking-lot adjacency are not clear contradictions to the ground truth.",,,
Claude,SEQUENTIAL,Vandalism001_x264,Vandalism,GPT,1,0,0,0,1,1,high,"GT is a road intersection where a black car repeatedly crashes into a fence around a traffic light, but the model describes a residential/commercial courtyard/plaza with walkways/landscaping (H1). It also introduces a white van/truck and white pillars/posts plus 2-3 individuals coordinating, none of which appear in the GT description that only mentions the black car and fence/traffic light (H5, H6).",,,
Claude,SEQUENTIAL,Vandalism001_x264,Vandalism,Gemini,1,0,1,0,1,1,high,"The model describes a 'courtyard/plaza area' with 'landscaped areas' and 'white structural elements', contradicting the ground truth of a 'road' with a 'traffic light' and 'fence' (H1, H5). It completely omits the vandalism by a black car, instead describing 'individuals' engaged in 'organized activity' near landscaping (H3, H6). It also fabricates a 'white/light-colored vehicle' not present in the ground truth (H5).",,,
Claude,TRUE-ITERATIVE,Abuse003_x264,Abuse,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any scene details, actors, objects, or events, so there are no specific claims that could contradict the ground truth or misclassify/omit/minimize the crime.",,,
Claude,TRUE-ITERATIVE,Abuse003_x264,Abuse,Gemini,0,0,0,0,0,0,high,"The model explicitly refuses to analyze the content due to it being labeled as 'Abuse' or 'criminal activity'. It does not describe any scene, crime, entities, or actors, nor does it misclassify or minimize the severity. Therefore, no hallucinations are present according to the strict taxonomy.",,,
Claude,TRUE-ITERATIVE,Abuse012_x264,Abuse,GPT,0,0,0,0,0,0,high,"The model output refuses to analyze and does not describe any scene details, actors, objects, or events, nor does it provide an alternative crime classification. Therefore there are no specific claims that contradict the ground truth or introduce fabricated entities/actors.",,,
Claude,TRUE-ITERATIVE,Abuse012_x264,Abuse,Gemini,0,0,0,0,0,0,high,"The model explicitly refuses to analyze the content due to its nature, and therefore does not provide any descriptive information about the scene, crime, entities, or actors that could be hallucinated.",,,
Claude,TRUE-ITERATIVE,Arson002_x264,Arson,GPT,1,0,0,0,0,1,high,"GT shows arson at a house door/window with gasoline poured and ignited; the model instead describes a subway/transit platform with tiled walls and stairs (scene contradiction). It also asserts a primary suspect in dark clothing, while GT specifies a man in green clothes and a hat.",,,
Claude,TRUE-ITERATIVE,Arson002_x264,Arson,Gemini,1,0,0,0,1,0,high,"The model describes the scene as a 'subway or transit platform' with 'stairs, seating area, and tiled walls,' directly contradicting the ground truth of a 'house.' The model also states the suspect is wearing 'dark clothing,' which contradicts the ground truth's 'green clothes and a hat.'",,,
Claude,TRUE-ITERATIVE,Arson003_x264,Arson,GPT,1,0,0,0,1,0,medium,"The model describes the setting as a ""retail environment"" / ""retail store"" with ""curved counter displays"" and ""merchandise shelving,"" while the ground truth specifies a room with cabinets on both sides and a pool table in the middle. It also claims the suspect was ""igniting items"" using an ""accelerant or ignition device,"" which is more specific than the ground truth (pouring gasoline) and introduces an unverified ignition device.",,,
Claude,TRUE-ITERATIVE,Arson003_x264,Arson,Gemini,1,0,0,0,1,0,high,"The model describes a 'retail environment with curved counter displays and merchandise shelving' (H1) and mentions 'merchandise' (H5), which contradicts the ground truth's description of a room with 'cabinets' and a 'pool table'.",,,
Claude,TRUE-ITERATIVE,Assault001_x264,Assault,GPT,1,0,0,0,1,0,medium,"The model asserts the location is a ""public space (lobby or mall area),"" which contradicts the ground truth describing a fight involving a flower bed (suggesting an outdoor/landscaped area). It also specifies clothing/roles like a ""victim in red/pink"" and an ""aggressor in dark blue/navy with white pattern,"" none of which are supported by the ground-truth description of the individuals (e.g., only a man in a white T-shirt is mentioned).",,,
Claude,TRUE-ITERATIVE,Assault002_x264,Assault,GPT,1,0,0,0,1,1,high,"GT shows a crowded office around a desk with chairs raised and many men pushing/surrounding someone behind the desk, while the model instead describes an internet café/computer station scene with a single aggressor in a yellow shirt and a victim seated at a computer, plus a specific CCTV timestamp—none of which appear in the GT.",,,
Claude,TRUE-ITERATIVE,Burglary008_x264,Burglary,GPT,0,0,1,0,0,0,high,"The ground truth describes a burglary involving two men entering a shop and removing an iron box, but the model explicitly concludes ""NO CRIMINAL ACTIVITY DETECTED"" and claims ""No human subjects present,"" which directly denies the criminal event.",,,
Claude,TRUE-ITERATIVE,Explosion002_x264,Explosion,GPT,0,1,1,0,0,0,high,"Ground truth shows a fuel nozzle and black car catching fire (Explosion-related incident) and fire extinguisher use, but the model says it cannot identify criminal activity and suggests normal operations, then later speculates ""potential theft/robbery""—a different crime type than Explosion.",,,
Claude,TRUE-ITERATIVE,Explosion002_x264,Explosion,Gemini,0,1,1,0,0,0,high,"The model explicitly states 'cannot definitively identify any criminal activity occurring' and 'No obvious signs of theft, vandalism, or other criminal acts are visible' (H3) when the ground truth describes an explosion and fire. Later, it identifies the 'Type of Crime' as 'Potential theft/robbery' (H2), which is a different crime type than the verified 'Explosion'.",,,
Claude,TRUE-ITERATIVE,Explosion026_x264,Explosion,GPT,1,1,1,0,1,0,high,"Ground truth shows a roadside scene with thick smoke knocking a man down and smoke filling the area, but the model describes a parking lot with parked vehicles and later a VBIED/car bombing, including a blast with debris. It also explicitly states no criminal activity is occurring, contradicting the verified explosion event.",,,
Claude,TRUE-ITERATIVE,Fighting003_x264,Fighting,GPT,0,0,0,0,1,0,medium,"The ground truth describes men in gray/blue and multiple people fighting near a pillar; the model claims a 'primary subject' in a red/pink jacket prominently in the foreground, which is a specific clothing/entity detail not supported by the annotation. Otherwise, it correctly identifies a fight/assault on a transit platform and does not contradict the core event.",,,
Claude,TRUE-ITERATIVE,Fighting003_x264,Fighting,Gemini,0,0,0,0,0,1,high,"The model describes a 'Primary subject: Individual in red/pink jacket' and 'Secondary participants: Multiple individuals in dark clothing'. The ground truth mentions 'A man in gray and a man in blue' but does not specify any individuals in red/pink or dark clothing, making the model's specific attire descriptions for primary actors a fabrication.",,,
Claude,TRUE-ITERATIVE,Fighting016_x264,Fighting,GPT,0,1,0,0,1,1,high,"The verified crime type is Fighting with a hammer/axe struggle and police intervention, but the model explicitly classifies it as an ""Armed robbery in progress"" (H2). The model also introduces details not in the ground truth such as a ""store employee/clerk behind the counter,"" a ""cash register area,"" and a ""LiveLeak watermark/timestamp"" plus cigarette displays (H5), and narrows actors to just a perpetrator and a clerk, omitting the involved women and police while inventing a clerk role not speci",,,
Claude,TRUE-ITERATIVE,Fighting016_x264,Fighting,Gemini,0,1,0,0,1,1,high,"The model misclassifies the crime as 'Armed robbery' instead of 'Fighting' (H2). It fabricates the specific entity of a 'Store employee/clerk' as a victim (H5) and misrepresents the number and roles of individuals involved, describing 'One individual' as a perpetrator and a 'clerk' as a victim, when the ground truth details multiple people actively fighting (H6).",,,
Claude,TRUE-ITERATIVE,Robbery005_x264,Robbery,GPT,0,0,0,0,0,1,medium,"The model describes the primary suspect as an individual in red clothing confronting the employee, but the ground truth identifies the suspect as a man in a blue hoodie with a gun threatening a man in red. This introduces a specific wrong actor/role assignment (phantom suspect in red) not supported by the ground truth.",,,
Claude,TRUE-ITERATIVE,Robbery010_x264,Robbery,GPT,0,1,0,0,1,1,high,"The ground truth is an armed robbery with multiple men entering through a glass door, threatening people with guns, and demanding money, but the model calls it shoplifting/retail theft with a lookout (crime misclassification). It also fabricates a jewelry/electronics store with display cases and only two suspects, contradicting the described actors and setting.",,,
Claude,TRUE-ITERATIVE,Robbery010_x264,Robbery,Gemini,1,1,0,1,1,0,high,"The model misclassifies the crime as 'retail theft/shoplifting' and minimizes its severity by omitting the use of guns and threats. It fabricates the scene as a 'jewelry/electronics store' with 'display cases' and 'merchandise' as the target, contradicting the GT's description of money being taken from a counter during an armed robbery.",,,
Claude,TRUE-ITERATIVE,Shooting005_x264,Shooting,GPT,0,0,0,0,0,0,medium,The model largely refuses to analyze and does not provide a competing account of events or crime type. Its only mild scene description (grainy black-and-white hallway/corridor) is too vague and not clearly contradictory to the ground truth house/indoor setting.,,,
Claude,TRUE-ITERATIVE,Shooting005_x264,Shooting,Gemini,1,0,0,0,0,0,medium,"The model describes the scene as 'a hallway or corridor.' The ground truth describes actions such as a man running away with a gun and shining a flashlight 'outside into the house,' which implies a broader scene encompassing both interior and exterior elements, contradicting the specific and narrow description of solely a hallway or corridor.",,,
Claude,TRUE-ITERATIVE,Shooting011_x264,Shooting,GPT,0,1,0,0,0,0,high,"Ground truth crime type is Shooting and includes guns being pointed and glass breaking with police response; the model instead explicitly classifies the primary crime as an ""armed robbery in progress,"" which is a different crime type.",,,
Claude,TRUE-ITERATIVE,Shooting011_x264,Shooting,Gemini,0,1,0,0,0,0,high,"The verified CRIME TYPE is 'Shooting', and the ground truth describes 'Pointing guns' and 'men fell to the ground'. The model explicitly identifies the 'Primary Crime' as 'Armed robbery in progress', which is a different crime type and omits the shooting aspect.",,,
Claude,TRUE-ITERATIVE,Shoplifting004_x264,Shoplifting,GPT,0,0,1,0,0,0,high,"The model explicitly concludes it ""cannot definitively identify shoplifting"" and that it ""appears consistent with normal retail customer service interactions,"" which conflicts with the ground-truth shoplifting behavior (items put into the hunchbacked man's plastic bag). Other details (retail counter, people, items) are generic and not clearly contradictory.",,,
Claude,TRUE-ITERATIVE,Shoplifting004_x264,Shoplifting,Gemini,0,0,1,0,0,0,high,"The model's first output chunk explicitly states it 'cannot definitively identify shoplifting or any clear criminal activity' and concludes the scene is 'consistent with normal retail customer service interactions,' directly contradicting the ground truth which describes a clear shoplifting event ('The hunchbacked old man put the items on the table into his own plastic bag').",,,
Claude,TRUE-ITERATIVE,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"The model describes a vehicle theft occurring in a parking lot with a dark-colored vehicle being moved, which is consistent with the ground truth stealing of a black car from a parking lot. It does not introduce specific contradictory scene elements, objects, or additional actors beyond generic references.",,,
Claude,TRUE-ITERATIVE,Vandalism004_x264,Vandalism,GPT,0,0,0,0,1,0,medium,"Ground truth describes a black car repeatedly hitting a fence around a traffic light, while the model specifies a 'white rectangular structure/barrier' being struck and displaced; that specific object description is not supported by the ground truth. The rest (dark vehicle striking traffic infrastructure, potential hit-and-run/reckless driving) does not clearly contradict the ground truth.",,,
Claude,TRUE-ITERATIVE,Vandalism004_x264,Vandalism,Gemini,0,0,0,0,1,0,high,"The model describes the target of the vandalism as a 'white rectangular structure/barrier' while the ground truth specifies it as a 'fence around the traffic light'. This is a specific object fabrication (H5). The overall scene context is consistent, so H1 is not flagged.",,,
Claude,TRUE-ITERATIVE,Vandalism001_x264,Vandalism,GPT,1,0,0,0,1,1,high,"GT shows a black car repeatedly ramming a fence around a traffic light at an intersection, but the model describes a maintained walkway/patio with landscaping and paved-surface damage plus debris (scene/entity fabrication). It also claims ""two perpetrators"" in dark clothing, whereas GT involves only a vehicle (phantom actors).",,,
Claude,TRUE-ITERATIVE,Vandalism001_x264,Vandalism,Gemini,1,0,0,0,1,1,high,"The model describes 'two perpetrators' damaging a 'paved surface/walkway with landscaping' (H1, H5, H6), which directly contradicts the ground truth of a 'black car' repeatedly hitting a 'fence around the traffic light' at an intersection.",,,
Claude,ZERO,Abuse003_x264,Abuse,GPT,0,0,1,0,0,0,high,"Ground truth describes abuse involving a woman repeatedly pushing an old man in a wheelchair into walls and letting him roll unattended, but the model explicitly says ""There don't appear to be any dramatic actions or events occurring"" and only describes an empty hallway, effectively denying the criminal/abusive activity.",,,
Claude,ZERO,Abuse003_x264,Abuse,Gemini,0,0,1,0,0,0,high,"The model explicitly states, 'There don't appear to be any dramatic actions or events occurring - it seems to be a simple documentation of movement through this interior space,' which directly contradicts the ground truth describing clear acts of abuse.",,,
Claude,ZERO,Abuse012_x264,Abuse,GPT,1,1,0,0,1,0,high,"Ground truth shows a daycare-like room with multiple babies in cribs and a woman abusing a baby, but the model describes a warehouse/storage facility at night with boxes/shelving and a bright flashlight-like glare (scene fabrication and entity fabrication). It also misclassifies the crime as a break-in/burglary rather than Abuse.",,,
Claude,ZERO,Abuse012_x264,Abuse,Gemini,1,1,0,0,1,0,high,"The model describes the scene as a 'storage facility' with 'storage containers' (H1) and identifies the crime as a 'break-in or burglary' (H2), directly contradicting the ground truth of a room with babies and child abuse. It also fabricates specific objects like 'storage containers/shelving units' and a 'bright light source/flashlight' (H5) not present in the ground truth.",,,
Claude,ZERO,Arson002_x264,Arson,GPT,1,0,1,0,1,0,high,"The model describes an underground subway/train platform with stairs, railings, benches, and even a train car, which contradicts the ground truth of a man at a house door/window pouring gasoline and igniting it (arson). It also explicitly characterizes the footage as routine/normal transit operations, omitting the arson crime described in the ground truth.",,,
Claude,ZERO,Arson002_x264,Arson,Gemini,1,0,1,0,1,1,high,"The model completely fabricates the scene as a subway station instead of a house (H1), explicitly states the scene is normal despite an arson occurring (H3), mentions specific objects like train cars and platforms not present (H5), and misidentifies the perpetrator as a transit worker (H6).",,,
Claude,ZERO,Arson003_x264,Arson,GPT,1,0,1,0,1,0,high,"GT is an arson event in a room with cabinets and a pool table where a man pours gasoline and fire spreads; the model instead describes a legislative chamber/control room/retail shop with curved desks, officials’ seating, workstations, documents, and an empty inactive scene. This contradicts the actual setting and implies no crime occurring.",,,
Claude,ZERO,Arson003_x264,Arson,Gemini,1,0,1,0,1,0,high,"The model hallucinates the scene as a 'legislative chamber,' 'control room,' or 'retail store' (H1) instead of a room with cabinets and a pool table. It completely omits the crime, stating the scene is 'inactive' or 'empty' (H3). It also fabricates entities like 'curved desk/seating arrangement,' 'multiple chairs,' and 'stacks of documents' (H5) which are not present in the ground truth.",,,
Claude,ZERO,Assault001_x264,Assault,GPT,0,0,0,0,0,0,medium,"The model describes a multi-person physical altercation near a decorative planter, which aligns with the ground-truth assault/fighting. Mentions like 'shopping mall/commercial building,' 'water feature/fountain,' and 'holiday decorations' are speculative but not clearly contradicted by the ground truth, and no specific incorrect actors or objects are asserted as definite facts.",,,
Claude,ZERO,Assault001_x264,Assault,Gemini,1,0,0,1,1,0,high,"The model describes a specific setting as a 'shopping mall or public indoor space' with 'tiled flooring' and 'contemporary architecture,' which is not specified in the ground truth (H1). It downplays the severity of the repeated punching and kicking by calling it an 'unfortunate public disturbance' and escalating from a 'minor physical confrontation' (H4). The model also fabricates specific entities like a 'water feature or fountain area,' 'reflective surfaces,' 'holiday decorations,' and a 'dar",,,
Claude,ZERO,Assault002_x264,Assault,GPT,0,1,0,0,1,0,medium,"H2: The model explicitly suggests it ""captures what looks like a robbery"" even though the verified crime type is Assault. H5: It asserts specific features like ""multiple computer stations,"" ""gaming chairs,"" and ""blue-lit computer towers"" which are not supported by the ground-truth description of an office desk confrontation.",,,
